id,question,hop_count,reasoning_path,variant_type
424,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Thủ tướng Chính phủ nước Cộng hoà xã hội chủ nghĩa Việt Nam, Phó Chủ tịch Hội đồng quốc phòng và an ninh trong giai đoạn nào?
A) Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2016-04-07 đến 2021-04-05
B) Nông Đức Mạnh - Huỳnh Cương - từ 2014 đến 2019
C) Nguyễn Hải Trâm - Nguyễn Hương Giang - từ 2015 đến 2020
D) Nguyễn Thanh Bình - Nguyễn Nhật - từ 2017 đến 2022",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2016-04-07 đến 2021-04-05""]",Normal
425,"Lương Cường kế nhiệm ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, và người cuối cùng có học vị gì?
A) Vũ Hải Hà - Nguyễn Tiến Hải - Tiến sĩ Nông nghiệp
B) Tô Lâm - Nguyễn Phú Trọng - Tổng Bí thư
C) Phạm Văn Cành - Đinh Việt Dũng - Tiến sĩ ngành điều khiển học
D) Phạm Đình Toản - Trần Khiêu - 'Thạc sĩ'",3,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""SUCCEEDED"", ""pol46636"", ""HAS_ACADEMIC_TITLE"", ""aca46636_002""]",Normal
426,"Trần Thị Nguyệt Thu là tiền nhiệm của ai trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, và người cuối cùng sinh năm bao nhiêu?
A) Lê Tiến - Nhữ Thị Minh Nguyệt - Nguyễn Văn Giàu - 1965
B) Phùng Đình Thực - Chu Nguyệt Ánh - Trịnh Đình Dũng - 1965
C) Hoàng Đăng Quang - Trương Mạnh Dũng - Thạc Sĩ, Lại Thế Nguyên - 1974
D) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nguyễn Đắc Vinh - 1972",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""PRECEDED"", ""pol660401"", ""BORN_YEAR"", ""YEAR_1972""]",Normal
427,"Phan Thị Thanh Tâm là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Bộ trưởng, Chủ nhiệm, Văn phòng Chính phủ trong giai đoạn nào?
A) Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2007-08-02 đến 2011-08-03
B) Y Thông - Vương Văn Bép - từ 2012 đến 2016
C) Ngô Thị Huệ - Nguyễn Đức Hạt - từ 2000 đến 2004
D) Đoàn Minh Hương - Huỳnh Thành Lập - từ 2006 đến 2010",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2007-08-02 đến 2011-08-03""]",Normal
428,"Nguyễn Khắc Định là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người đó giữ chức vụ Phó Chánh Văn phòng Trung ương Đảng trong giai đoạn nào?
A) Dương Thái Nguyên - từ 2026 đến 2028
B) Nguyễn Tấn Tuân - từ 2026 đến 2028
C) Nguyễn Hải Ninh - từ 2019-03-04 đến 2021-04-23
D) Đinh Công Sỹ - từ 2028 đến 2030",2,"[""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2019-03-04 đến 2021-04-23""]",Normal
429,"Phạm Quang Cử là tiền nhiệm của ai trong chức vụ Cục trưởng Cục Y tế, Bộ Công an Việt Nam, và người đó có học vị gì?
A) Nguyễn Quang Thuấn - Kỹ sư Quản trị doanh nghiệp
B) Sùng A Hồng - Giáo sư-Tiến sĩ
C) Nguyễn Khắc Thủy - Tiến sĩ
D) Nguyễn Văn Dương - Tiến sĩ Kinh tế-Chính trị",2,"[""pol13285761"", ""PRECEDED"", ""pol15563354"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
430,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, người đó là tiền nhiệm của ai trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, và người cuối cùng giữ chức vụ Bí thư thứ nhất Trung ương Đoàn trong giai đoạn nào?
A) Võ Văn Thưởng - Nguyễn Đắc Vinh - từ 2011-10-06 đến 2016-04-21
B) Nguyễn Đình Lộc - Đinh Việt Dũng - từ 2001 đến 2006
C) Đào Trọng Lịch - Chu Nguyệt Ánh - từ 2005 đến 2010
D) Lê Thanh Hải - Nguyễn Hải Hưng - từ 2013 đến 2018",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""PRECEDED"", ""pol660401"", ""TERM_DURATION"", ""DURATION_từ 2011-10-06 đến 2016-04-21""]",Normal
431,"Nguyễn Duy Ngọc là tiền nhiệm của ai trong chức vụ Thứ trưởng Bộ Công an, và người đó tốt nghiệp trường nào?
A) Hoàng Công Thủy - Đại học Sư phạm Hà Nội
B) Nguyễn Kim Khoa - Đại học Tài chính Matxcơva (Liên Xô)
C) Hồng Hà - THPT Đức Hoà
D) Lê Quốc Hùng - Trường Công an Bình Trị Thiên",2,"[""pol11441242"", ""PRECEDED"", ""pol15256601"", ""ALUMNUS_OF"", ""alm15256601_001""]",Normal
432,"Hoàng Văn Thái kế nhiệm ai trong chức vụ Tư lệnh Quân khu 5, và người đó sinh ở đâu?
A) Vũ Văn Thược - Ninh Thuận
B) Chu Huy Mân - Nghệ An
C) Nguyễn Văn Gấu - Đắk Lắk
D) Lê Quang Tiến - Bắc Giang",2,"[""pol8349"", ""SUCCEEDED"", ""pol42320"", ""BORN_AT"", ""loc1463498_001""]",Normal
433,"Nguyễn Văn An kế nhiệm ai trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, và người cuối cùng phục vụ trong đơn vị nào?
A) Võ Văn Bình - Đặng Hồng Đức - Quân khu 9
B) Vũ Đại Thắng - Mai Xuân Vĩnh - Không quân Nhân dân Việt Nam
C) Nông Đức Mạnh - Lê Khả Phiêu - Quân đội nhân dân Việt Nam
D) Nguyễn Hải Trung - Huỳnh Thị Hằng - Bộ Tư lệnh Bộ đội Biên phòng",3,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""SUCCEEDED"", ""pol24330"", ""SERVED_IN"", ""mil3161938_001""]",Normal
434,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng sinh ở đâu?
A) Nguyễn Duy Ngọc - Nguyễn Ngọc Hai - Trà Vinh
B) Võ Văn Thưởng - Nguyễn Xuân Phúc - Quảng Nam
C) Trần Văn Tú - Nguyễn Thị Lệ - Đắk Nông
D) Lò Mai Trinh - Phan Xuân Sang - Cao Bằng",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""BORN_AT"", ""loc1463245_001""]",Normal
435,"Trần Việt Khoa kế nhiệm ai trong chức vụ Giám đốc Học viện Quốc phòng, và người đó có học vị gì?
A) Võ Tiến Trung - Cao cấp lí luận chính trị
B) Nguyễn Công Tạn - Thạc sĩ Quy hoạch
C) Phạm Văn Sinh - Thạc sĩ Luật và Ngoại giao
D) Nguyễn Phương Nam - Nhạc sĩ",2,"[""pol2422020"", ""SUCCEEDED"", ""pol1465094"", ""HAS_ACADEMIC_TITLE"", ""aca436788_004""]",Normal
436,"Lương Cường kế nhiệm ai trong chức vụ Chính ủy Quân khu 3, và người đó có học vị gì?
A) Dương Thanh Biểu - Tiến sĩ (1993)
B) Mai Hoàng - Cử nhân Đại học hành chính
C) Lê Quang Hòa - chuyên ngành Tội phạm học và phòng ngừa tội phạm
D) Ngô Xuân Lịch - Cử nhân Xây dựng Đảng",2,"[""pol3161938"", ""SUCCEEDED"", ""pol591117"", ""HAS_ACADEMIC_TITLE"", ""aca591117_001""]",Normal
437,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, và người đó giữ chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, (Đã bị cách chức) trong giai đoạn nào?
A) Nguyễn Hữu Đông - từ 2016 đến 2018
B) Phan Văn Vĩnh - từ 2020 đến 2022
C) Trương Quang Khánh - từ 2019 đến 2021
D) Võ Văn Thưởng - từ 2021-02-05 đến 2023-03-06",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""TERM_DURATION"", ""DURATION_từ 2021-02-05 đến 2023-03-06""]",Normal
438,"Nguyễn Đức Long là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Ninh, và người đó giữ chức vụ Bộ trưởng Bộ Tài chính trong giai đoạn nào?
A) Tôn Ngọc Hạnh - từ 2021
B) Nguyễn Văn Thắng - từ 2024-11-28 đến nay
C) Trần Mai Hạnh - từ 2032
D) Nguyễn Công Sơn - từ 2023",2,"[""pol3705037"", ""PRECEDED"", ""pol3719474"", ""TERM_DURATION"", ""DURATION_từ 2024-11-28 đến nay""]",Normal
439,"Lâm Minh Thành kế nhiệm ai trong chức vụ Bí thư Huyện ủy Phú Quốc, và người đó sinh ở đâu?
A) Mai Văn Huỳnh - Kiên Giang
B) Trương Thiên Tô - Sóc Trăng
C) Mai Văn Chính - Hà Nội
D) Đào Đức Toàn - Hà Giang",2,"[""pol19525561"", ""SUCCEEDED"", ""pol19525429"", ""BORN_AT"", ""loc8741_001""]",Normal
440,"Quản Minh Cường là tiền nhiệm của ai trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, và người đó giữ chức vụ Phó Trưởng Ban Tổ chức Trung ương trong giai đoạn nào?
A) Đặng Tuyết Em - từ 2009 đến 2010
B) Ngô Thị Mận - từ 2019 đến 2020
C) Phạm Minh Chính - từ 2015-04-09 đến 2016-02-05
D) Ngô Minh Tiến - từ 2008 đến 2009",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""TERM_DURATION"", ""DURATION_từ 2015-04-09 đến 2016-02-05""]",Normal
441,"Lê Văn Thi là tiền nhiệm của ai trong chức vụ Giám đốc Công an tỉnh Kiên Giang, và người đó nhận giải thưởng gì?
A) Võ Thị Ánh Xuân - Huân chương Kháng chiến chống Mỹ hạng Nhất
B) Trần Lưu Quang - Huân chương Sao vàng
C) Bùi Tuyết Minh - Huân chương Bảo vệ Tổ quốc hạng Nhất
D) Hoàng Kông Tư - Huy chương vì sự nghiệp Ngoại giao Việt Nam",2,"[""pol798552"", ""PRECEDED"", ""pol1465031"", ""AWARDED"", ""awa49761_002""]",Normal
442,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Tây Ninh, người đó kế nhiệm ai trong chức vụ Chủ tịch Hội đồng Nhân dân tỉnh Bà Rịa-Vũng Tàu, và người cuối cùng giữ chức vụ Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực tỉnh Đồng Nai trong giai đoạn nào?
A) Trịnh Hồng Dương - Nguyễn Xuân Phúc - Thượng tướng Nguyễn Khắc Nghiên - từ 2026
B) Bùi Quốc Huy - Nguyễn Trường Giang - Hoàng Văn Hà - từ 2029
C) Lê Dũng - Nguyễn Thế Trị - Võ Đức Huy - từ 2019
D) Trần Lưu Quang - Phạm Viết Thanh - Nguyễn Hồng Lĩnh - từ 2022-07-26 đến nay",4,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3702677"", ""SUCCEEDED"", ""pol1464760"", ""TERM_DURATION"", ""DURATION_từ 2022-07-26 đến nay""]",Normal
443,"Quản Minh Cường là tiền nhiệm của ai trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, và người đó nhận giải thưởng gì?
A) Phạm Minh Chính - Huân chương Chiến sĩ vẻ vang hạng Nhất
B) Võ Thị Như Hoa - Huân chương Bắc đẩu Bội tinh Anh hùng Lao động thời kỳ Đổi Mới
C) Đào Trọng Thi - Huân chương Chiến sĩ giải phóng hạng Nhì
D) Nguyễn Thanh Nghị - Huân chương Tự do hạng Nhất (Lào)",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""AWARDED"", ""awa436788_005""]",Normal
444,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó kế nhiệm ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng giữ chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh trong giai đoạn nào?
A) Phùng Xuân Nhạ - Vũ Hồng Thanh - từ 2027
B) Trần Lưu Quang - Tất Thành Cang - từ unknown đến 2018-12
C) Nguyễn Văn Trì - Đào Hồng Lan - từ 2014
D) Lê Khắc - Nguyễn Hải Trâm - từ 2011",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""TERM_DURATION"", ""DURATION_từ unknown đến 2018-12""]",Normal
445,"Hoàng Văn Thái kế nhiệm ai trong chức vụ Tư lệnh Quân khu 5, và người đó có cấp bậc gì?
A) Chu Huy Mân - Đại tướng
B) Uông Chu Lưu - Thượng Uý
C) Hồ Văn Mười - Thượng sĩ
D) Nguyễn Tấn Hưng - Trung tá",2,"[""pol8349"", ""SUCCEEDED"", ""pol42320"", ""HAS_RANK"", ""mil3169162_001""]",Normal
446,"Quản Minh Cường là tiền nhiệm của ai trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, người đó là tiền nhiệm của ai trong chức vụ Trưởng ban Tổ chức Trung ương, và người cuối cùng tốt nghiệp trường nào?
A) Nguyễn Minh Hiển - Ngô Đông Hải - Học viện Báo chí và Tuyên truyền
B) Phạm Minh Chính - Trương Thị Mai - Trường Đại học Luật
C) Nguyễn Sỹ - Trần Thị Nguyệt Thu - Trường Đại học Khoa học Tự nhiên TP Hồ Chí Minh
D) Võ Văn Thưởng - Bùi Nguyên Súy - Học viện Hành chính Quốc gia",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol841947"", ""ALUMNUS_OF"", ""alm841947_002""]",Normal
447,"Trần Lưu Quang là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người đó giữ chức vụ Đại biểu Quốc hội khóa XV trong giai đoạn nào?
A) Nguyễn Trọng Xuyên - từ 2020
B) Ngô Thị Mận - từ 2022
C) Điểu K'Ré - từ 2029
D) Phan Văn Mãi - từ 2021-07-01 đến nay",2,"[""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2021-07-01 đến nay""]",Normal
448,"Đinh Đức Thiện là tiền nhiệm của ai trong chức vụ Chủ nhiệm Tổng cục Hậu cần, và người đó sinh năm bao nhiêu?
A) Phạm Văn Cành - 1924
B) Lương Ngọc Bính - 1923
C) Trần Sâm - 1918
D) Huỳnh Thị Phúc - 1909",2,"[""pol10656"", ""PRECEDED"", ""pol60031"", ""BORN_YEAR"", ""YEAR_1918""]",Normal
449,"Lương Cường kế nhiệm ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, và người cuối cùng giữ chức vụ Ủy viên Trung ương Đảng Cộng sản Việt Nam khóa VII, VIII, IX, X, XI, XII, XIII trong giai đoạn nào?
A) U Huấn - Nguyễn Bá Cảnh - từ 1997 đến 2027
B) Ma Văn Lả - Nguyễn Hữu Nghĩa - từ 1985 đến 2015
C) Tô Ân Xô - Ngô Minh Tiến - từ 1985 đến 2015
D) Tô Lâm - Nguyễn Phú Trọng - từ 1994 đến 2024",3,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""SUCCEEDED"", ""pol46636"", ""TERM_DURATION"", ""DURATION_từ 1994 đến 2024""]",Normal
450,"Phan Văn Giang là tiền nhiệm của ai trong chức vụ Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam, và người đó phục vụ trong đơn vị nào?
A) Trần Sỹ Thanh - Bộ Quốc phòng
B) Lê Tiến - Bộ Quốc phòng
C) Đỗ Bá Tỵ - Quân đội nhân dân Việt Nam
D) Đỗ Căn - Đại đoàn 308",2,"[""pol3169162"", ""PRECEDED"", ""pol55273"", ""SERVED_IN"", ""mil3161938_001""]",Normal
451,"Trần Văn Vệ là tiền nhiệm của ai trong chức vụ Chánh Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an, và người đó phục vụ trong đơn vị nào?
A) Nguyễn Thế Mạnh - Binh đoàn 15
B) Đỗ Văn Hoành - Công an nhân dân Việt Nam
C) Lương Ngọc Bính - Quân chủng Hải quân
D) Vũ Hữu Tài - Đại đoàn 308",2,"[""pol10572600"", ""PRECEDED"", ""pol19823645"", ""SERVED_IN"", ""mil436788_001""]",Normal
452,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, và người đó tốt nghiệp trường nào?
A) Võ Văn Thưởng - Trường Đại học Khoa học Xã hội và Nhân văn
B) Nguyễn Thị Ngọc Phượng - Trường Đại học Thủy lợi
C) Nguyễn Phong Hòa - Trường Đại học Nguyễn Huệ
D) Vũ Văn Sỹ - Đại học Nông nghiệp II",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""ALUMNUS_OF"", ""alm248258_002""]",Normal
453,"Nguyễn Khắc Định kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người đó mất năm bao nhiêu?
A) Đặng Ngọc Tuyến - 2025
B) Vương Đình Huệ - 2021
C) Lê Thanh Quang - 2022
D) Văn Hữu Chiến - 2026",2,"[""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""DIED_YEAR"", ""YEAR_2022""]",Normal
454,"Phan Như Lâm kế nhiệm ai trong chức vụ Chủ tịch Hội đồng Nhân dân Tp Đà Nẵng, và người đó tốt nghiệp trường nào?
A) Lại Văn Cử - Trường Đại học Nông nghiệp Hà Nội
B) Trương Quang Được - Liên Xô
C) Phạm Văn Gòn - Trường Đại học Tổng hợp Sydney, Úc
D) Nguyễn Ngọc Hiếu - Trường Đại học Kiến trúc Hà Nội",2,"[""pol15075013"", ""SUCCEEDED"", ""pol1462803"", ""ALUMNUS_OF"", ""alm591013_002""]",Normal
455,"Đỗ Nguyên Phương kế nhiệm ai trong chức vụ Trưởng ban Khoa giáo Trung ương, và người đó sinh ở đâu?
A) Đặng Hữu - Gia Lai
B) Võ Văn Phuông - Bình Thuận
C) Tạ Anh Tuấn - Hà Giang
D) Hà Văn Khoát - Cao Bằng",2,"[""pol1462974"", ""SUCCEEDED"", ""pol1406006"", ""BORN_AT"", ""loc324793_001""]",Normal
456,"Cao Đức Phát là tiền nhiệm của ai trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, và người đó giữ chức vụ Thứ trưởng Thường trực Bộ Nông nghiệp và Phát triển Nông thôn trong giai đoạn nào?
A) Phan Văn Giang - từ 2014 đến 2015
B) Phạm Quý Tiêu - từ 2008 đến 2009
C) Đỗ Mạnh Bổng - từ 2006 đến 2007
D) Nguyễn Xuân Cường - từ 2015-12 đến 2016-07-28",2,"[""pol108361"", ""PRECEDED"", ""pol3282589"", ""TERM_DURATION"", ""DURATION_từ 2015-12 đến 2016-07-28""]",Normal
457,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Tây Ninh, và người cuối cùng giữ chức vụ Phó Trưởng Ban Tuyên giáo Trung ương, (Thuờng trực từ 6/7/2017) trong giai đoạn nào?
A) Nông Quốc Tuấn - Đặng Quang Phương - từ 2024 đến 2030
B) U Huấn - Đặng Xuân Phong - từ 2005 đến 2011
C) Trần Lưu Quang - Võ Văn Phuông - từ 2015-07-06 đến 2021-07-30
D) Võ Thành Thống - Trương Thị Ngọc Ánh - từ 2007 đến 2013",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol806048"", ""TERM_DURATION"", ""DURATION_từ 2015-07-06 đến 2021-07-30""]",Normal
458,"Phan Văn Giang kế nhiệm ai trong chức vụ Phó Bí thư Quân ủy Trung ương, và người đó sinh năm bao nhiêu?
A) Nguyễn Sỹ Thăng - 1952
B) Trương Hòa Bình, Sáu Đạt - 1957
C) Trần Thị Thanh Hương - 1948
D) Ngô Xuân Lịch - 1954",2,"[""pol3169162"", ""SUCCEEDED"", ""pol591117"", ""BORN_YEAR"", ""YEAR_1954""]",Normal
